title,description,url,adaptive_support,remote_support,test_type,duration_minutes,job_levels,languages,keywords,cleaned_title,combined_text
DSI v1.1 Interpretation Report,dsi v1.1 interpretation report,https://www.shl.com/products/product-catalog/view/dsi-v1-1-interpretation-report/,Yes,Yes,Personality & Behavior,0,,"portuguese (brazil), dutch, finnish, french, latin american spanish, norwegian, swedish, english (usa), english international, chinese simplified, chinese traditional, danish, german, icelandic, italian, russian","dsi v1, report dsi, dsi, v1 interpretation, interpretation report",DSI v Interpretation Report,"DSI v1.1 Interpretation Report is the title, dsi v1.1 interpretation report Yes, have adaptive support and Yes have remote support. Personality & Behavior skills, duration is 0 min, it is a nan in portuguese (brazil), dutch, finnish, french, latin american spanish, norwegian, swedish, english (usa), english international, chinese simplified, chinese traditional, danish, german, icelandic, italian, russian language, dsi v1, report dsi, dsi, v1 interpretation, interpretation report can be used."
Microsoft Dynamics Development (New),"multi-choice test that measures the knowledge of microsoft dynamics installation, sales process, service management, administration, configuration, entity model, workflows, dialogs, solutions, crm web services and plugins.",https://www.shl.com/products/product-catalog/view/microsoft-dynamics-development-new/,Yes,Yes,Knowledge & Skills,9,"mid-professional, professional individual contributor",english (usa),"microsoft dynamics, knowledge microsoft, development new, microsoft, dynamics development",Microsoft Dynamics Development,"Microsoft Dynamics Development (New) is the title, multi-choice test that measures the knowledge of microsoft dynamics installation, sales process, service management, administration, configuration, entity model, workflows, dialogs, solutions, crm web services and plugins. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 9 min, it is a mid-professional, professional individual contributor in english (usa) language, microsoft dynamics, knowledge microsoft, development new, microsoft, dynamics development can be used."
HiPo Assessment Report 1.0,"part of shls high potential solution and developed from shls extensive research into high-potential programs, the hipo assessment report 1.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. using assessments such as the motivation questionnaire, opq, and verify cognitive ability tests, the report evaluates critical areas of aspiration, ability, and engagement. this version is used in regions where normed data for verify gen 1 and ucf 1 continue to provide the most relevant benchmarks, offering organizations proven insights for high-potential identification and talent development.",https://www.shl.com/products/product-catalog/view/hipo-assessment-report-1-0/,Yes,Yes,"Ability & Aptitude, Personality & Behavior",0,,,"hipo assessment, assessments motivation, talent development, ability tests, assessment",HiPo Assessment Report,"HiPo Assessment Report 1.0 is the title, part of shls high potential solution and developed from shls extensive research into high-potential programs, the hipo assessment report 1.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. using assessments such as the motivation questionnaire, opq, and verify cognitive ability tests, the report evaluates critical areas of aspiration, ability, and engagement. this version is used in regions where normed data for verify gen 1 and ucf 1 continue to provide the most relevant benchmarks, offering organizations proven insights for high-potential identification and talent development. Yes, have adaptive support and Yes have remote support. Ability & Aptitude, Personality & Behavior skills, duration is 0 min, it is a nan in nan language, hipo assessment, assessments motivation, talent development, ability tests, assessment can be used."
Dermatology (New),"multi-choice test that measures the knowledge of various diseases related to skin, their symptoms, the drugs used to treat them, and different terminologies used in the field of dermatology.",https://www.shl.com/products/product-catalog/view/dermatology-new/,Yes,Yes,Knowledge & Skills,3,"graduate, mid-professional, professional individual contributor",english (usa),"dermatology new, dermatology, field dermatology, new multi, skin",Dermatology,"Dermatology (New) is the title, multi-choice test that measures the knowledge of various diseases related to skin, their symptoms, the drugs used to treat them, and different terminologies used in the field of dermatology. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 3 min, it is a graduate, mid-professional, professional individual contributor in english (usa) language, dermatology new, dermatology, field dermatology, new multi, skin can be used."
Electronics and Semiconductor Engineering (New),"multi-choice test that measures the knowledge of semiconductors, two terminal and three terminal devices, analog electronics, digital electronics and basics of vlsi.",https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,Yes,Yes,Knowledge & Skills,7,"graduate, mid-professional, professional individual contributor",english (usa),"semiconductor engineering, engineering new, electronics semiconductor, electronics digital, digital electronics",Electronics and Semiconductor Engineering,"Electronics and Semiconductor Engineering (New) is the title, multi-choice test that measures the knowledge of semiconductors, two terminal and three terminal devices, analog electronics, digital electronics and basics of vlsi. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 7 min, it is a graduate, mid-professional, professional individual contributor in english (usa) language, semiconductor engineering, engineering new, electronics semiconductor, electronics digital, digital electronics can be used."
SHL Verify Interactive – Numerical Reasoning,assesses how the candidate comprehends numerical information in various formats.,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,Yes,Yes,Knowledge & Skills,20,"graduate, manager, mid-professional, professional individual contributor","french, german, italian, dutch, chinese simplified, danish, finnish, norwegian, swedish, estonian, latvian, lithuanian, english international, english (usa), czech, polish, latin american spanish, spanish, thai, japanese, korean, portuguese, portuguese (brazil), chinese traditional, hungarian, indonesian, russian, romanian, turkish, french (canada), greek, slovak, serbian, arabic","numerical reasoning, comprehends numerical, interactive numerical, reasoning assesses, verify interactive",SHL Verify Interactive Numerical Reasoning,"SHL Verify Interactive – Numerical Reasoning is the title, assesses how the candidate comprehends numerical information in various formats. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 20 min, it is a graduate, manager, mid-professional, professional individual contributor in french, german, italian, dutch, chinese simplified, danish, finnish, norwegian, swedish, estonian, latvian, lithuanian, english international, english (usa), czech, polish, latin american spanish, spanish, thai, japanese, korean, portuguese, portuguese (brazil), chinese traditional, hungarian, indonesian, russian, romanian, turkish, french (canada), greek, slovak, serbian, arabic language, numerical reasoning, comprehends numerical, interactive numerical, reasoning assesses, verify interactive can be used."
Struts (New),"multi-choice test that measures the knowledge of struts framework, configuration, validations, actions and interceptors.",https://www.shl.com/products/product-catalog/view/struts-new/,Yes,Yes,Knowledge & Skills,5,"mid-professional, professional individual contributor",english (usa),"struts framework, struts new, knowledge struts, struts, interceptors",Struts,"Struts (New) is the title, multi-choice test that measures the knowledge of struts framework, configuration, validations, actions and interceptors. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 5 min, it is a mid-professional, professional individual contributor in english (usa) language, struts framework, struts new, knowledge struts, struts, interceptors can be used."
Dojo (New),"multi-choice test that measures the knowledge of dojo architecture, classes and libraries, styles, animation and dojo queries.",https://www.shl.com/products/product-catalog/view/dojo-new/,Yes,Yes,Knowledge & Skills,11,"mid-professional, professional individual contributor",english (usa),"dojo architecture, dojo new, dojo queries, knowledge dojo, dojo",Dojo,"Dojo (New) is the title, multi-choice test that measures the knowledge of dojo architecture, classes and libraries, styles, animation and dojo queries. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 11 min, it is a mid-professional, professional individual contributor in english (usa) language, dojo architecture, dojo new, dojo queries, knowledge dojo, dojo can be used."
Job Control Language (New),"multi-choice test that measures the knowledge of jcl libraries, parameters, statements, datasets, generation of data groups and conditional processing.",https://www.shl.com/products/product-catalog/view/job-control-language-new/,Yes,Yes,Knowledge & Skills,10,"mid-professional, professional individual contributor",english (usa),"job control, knowledge jcl, control language, jcl libraries, jcl",Job Control Language,"Job Control Language (New) is the title, multi-choice test that measures the knowledge of jcl libraries, parameters, statements, datasets, generation of data groups and conditional processing. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 10 min, it is a mid-professional, professional individual contributor in english (usa) language, job control, knowledge jcl, control language, jcl libraries, jcl can be used."
Oracle DBA (Advanced Level) (New),"multi-choice test that measures the knowledge of oracle db architecture, backup and recovery, mysql administration and advanced topics such as network configuration and data warehouse management.",https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/,Yes,Yes,Knowledge & Skills,12,"mid-professional, professional individual contributor",english (usa),"oracle dba, dba advanced, oracle, oracle db, dba",Oracle DBA,"Oracle DBA (Advanced Level) (New) is the title, multi-choice test that measures the knowledge of oracle db architecture, backup and recovery, mysql administration and advanced topics such as network configuration and data warehouse management. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 12 min, it is a mid-professional, professional individual contributor in english (usa) language, oracle dba, dba advanced, oracle, oracle db, dba can be used."
Electronics & Telecommunications Engineering (New),"multi-choice test that measures the candidates knowledge and understanding on semiconductors and semiconductor devices, analog and digital electronics, communication, electromagnetism and microwave engineering.",https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,Yes,Yes,Knowledge & Skills,15,"graduate, mid-professional, professional individual contributor",english (usa),"engineering new, telecommunications engineering, electronics telecommunications, electronics, choice test",Electronics Telecommunications Engineering,"Electronics & Telecommunications Engineering (New) is the title, multi-choice test that measures the candidates knowledge and understanding on semiconductors and semiconductor devices, analog and digital electronics, communication, electromagnetism and microwave engineering. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 15 min, it is a graduate, mid-professional, professional individual contributor in english (usa) language, engineering new, telecommunications engineering, electronics telecommunications, electronics, choice test can be used."
Java Web Services (New),"multi-choice test that measures the knowledge of basic java constructs, oop concepts, file handling, exception handling, threads, generics and inner class.",https://www.shl.com/products/product-catalog/view/java-web-services-new/,Yes,Yes,Knowledge & Skills,8,"mid-professional, professional individual contributor",english (usa),"java web, web services, services new, java, basic java",Java Web Services,"Java Web Services (New) is the title, multi-choice test that measures the knowledge of basic java constructs, oop concepts, file handling, exception handling, threads, generics and inner class. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 8 min, it is a mid-professional, professional individual contributor in english (usa) language, java web, web services, services new, java, basic java can be used."
UiPath RPA Development (New),"multi-choice test that measures the knowledge on uipath architecture, workflows recording, ui interaction, automation, and orchestrator.",https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,Yes,Yes,Knowledge & Skills,8,"mid-professional, professional individual contributor",english (usa),"uipath rpa, rpa development, uipath architecture, knowledge uipath, rpa",UiPath RPA Development,"UiPath RPA Development (New) is the title, multi-choice test that measures the knowledge on uipath architecture, workflows recording, ui interaction, automation, and orchestrator. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 8 min, it is a mid-professional, professional individual contributor in english (usa) language, uipath rpa, rpa development, uipath architecture, knowledge uipath, rpa can be used."
Data Entry Ten Key Split Screen,data entry ten key split screen assessment measures ability to enter numbers using a numeric keypad. the test measures accuracy and speed.,https://www.shl.com/products/product-catalog/view/data-entry-ten-key-split-screen/,Yes,Yes,Knowledge & Skills,3,"entry-level, front line manager, mid-professional, professional individual contributor",english (usa),"data entry, keypad test, entry key, numeric keypad, screen data",Data Entry Ten Key Split Screen,"Data Entry Ten Key Split Screen is the title, data entry ten key split screen assessment measures ability to enter numbers using a numeric keypad. the test measures accuracy and speed. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 3 min, it is a entry-level, front line manager, mid-professional, professional individual contributor in english (usa) language, data entry, keypad test, entry key, numeric keypad, screen data can be used."
GIT (New),multi-choice test that measures the knowledge of how to use git for version control.,https://www.shl.com/products/product-catalog/view/git-new/,Yes,Yes,Knowledge & Skills,13,"mid-professional, professional individual contributor",english (usa),"git version, git new, git, use git, version control",GIT,"GIT (New) is the title, multi-choice test that measures the knowledge of how to use git for version control. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 13 min, it is a mid-professional, professional individual contributor in english (usa) language, git version, git new, git, use git, version control can be used."
OPQ Manager Plus Report 2.0,this concise opq (occupational personality questionnaire) report is designed for use with and by managers. it uses clear succinct bullets and tables for ease of interpretation. it provides simple comments on each of the personality traits.,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,Yes,Yes,Personality & Behavior,0,"supervisor, executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, director, entry-level",,"opq occupational, opq manager, personality questionnaire, occupational personality, questionnaire report",OPQ Manager Plus Report,"OPQ Manager Plus Report 2.0 is the title, this concise opq (occupational personality questionnaire) report is designed for use with and by managers. it uses clear succinct bullets and tables for ease of interpretation. it provides simple comments on each of the personality traits. Yes, have adaptive support and Yes have remote support. Personality & Behavior skills, duration is 0 min, it is a supervisor, executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, director, entry-level in nan language, opq occupational, opq manager, personality questionnaire, occupational personality, questionnaire report can be used."
MS PowerPoint (New),"multi-choice test that measures the knowledge of ms powerpoint toolbars, slide layouts, animation, slideshow, slide designs and formats.",https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,Yes,Yes,Knowledge & Skills,4,"entry-level, front line manager, graduate, mid-professional, professional individual contributor, supervisor","english (usa), french, spanish, portuguese (brazil)","powerpoint new, ms powerpoint, powerpoint, powerpoint toolbars, toolbars slide",MS PowerPoint,"MS PowerPoint (New) is the title, multi-choice test that measures the knowledge of ms powerpoint toolbars, slide layouts, animation, slideshow, slide designs and formats. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 4 min, it is a entry-level, front line manager, graduate, mid-professional, professional individual contributor, supervisor in english (usa), french, spanish, portuguese (brazil) language, powerpoint new, ms powerpoint, powerpoint, powerpoint toolbars, toolbars slide can be used."
Jenkins (New),"multi-choice test that measures the knowledge of jenkins configuration and deployment, plugins, nodes, build jobs and testing.",https://www.shl.com/products/product-catalog/view/jenkins-new/,Yes,Yes,Knowledge & Skills,6,"mid-professional, professional individual contributor",english (usa),"jenkins new, jenkins, jenkins configuration, knowledge jenkins, jobs testing",Jenkins,"Jenkins (New) is the title, multi-choice test that measures the knowledge of jenkins configuration and deployment, plugins, nodes, build jobs and testing. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 6 min, it is a mid-professional, professional individual contributor in english (usa) language, jenkins new, jenkins, jenkins configuration, knowledge jenkins, jobs testing can be used."
Executive Scenarios,"executive scenarios is a unique test of managerial judgement - an individuals ability to decide on effective ways of handling real life situations. it is specifically designed to assess judgement in executives; a group who typically has significant work experience to draw on. it consists of hypothetical scenarios, each followed by several possible responses. candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. it can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. reports available: executive scenarios narrative report: a participant focused report that contains; - executive scenarios profile - very detailed narrative feedback of each of the 4 scales; managerial judgement, managing objectives, people management and reputation management. - development tips for each of the 6 style scales; leading and managing the work, using external help, one-to-one, workforce, organisational support, commercial support. executive scenarios profile: displays all scores on these scales in terms of four types of norm system; t-scores, percentiles, stens and grades.",https://www.shl.com/products/product-catalog/view/executive-scenarios/,Yes,Yes,Personality & Behavior,0,"director, executive, manager","italian, english (usa), english international, korean","scenarios executive, executive scenarios, scenarios profile, scenarios narrative, scenarios unique",Executive Scenarios,"Executive Scenarios is the title, executive scenarios is a unique test of managerial judgement - an individuals ability to decide on effective ways of handling real life situations. it is specifically designed to assess judgement in executives; a group who typically has significant work experience to draw on. it consists of hypothetical scenarios, each followed by several possible responses. candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. it can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. reports available: executive scenarios narrative report: a participant focused report that contains; - executive scenarios profile - very detailed narrative feedback of each of the 4 scales; managerial judgement, managing objectives, people management and reputation management. - development tips for each of the 6 style scales; leading and managing the work, using external help, one-to-one, workforce, organisational support, commercial support. executive scenarios profile: displays all scores on these scales in terms of four types of norm system; t-scores, percentiles, stens and grades. Yes, have adaptive support and Yes have remote support. Personality & Behavior skills, duration is 0 min, it is a director, executive, manager in italian, english (usa), english international, korean language, scenarios executive, executive scenarios, scenarios profile, scenarios narrative, scenarios unique can be used."
Pharmaceutical Science (New),"multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.",https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/,Yes,Yes,Knowledge & Skills,7,"graduate, mid-professional, professional individual contributor",english (usa),"pharmaceutical science, pharmaceutical analysis, pharmaceutical, manufacture drug, action pharmaceutical",Pharmaceutical Science,"Pharmaceutical Science (New) is the title, multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 7 min, it is a graduate, mid-professional, professional individual contributor in english (usa) language, pharmaceutical science, pharmaceutical analysis, pharmaceutical, manufacture drug, action pharmaceutical can be used."
Mobility (New),multi-choice test that measures the knowledge on topics related to mobility and mobile computing.,https://www.shl.com/products/product-catalog/view/mobility-new/,Yes,Yes,Knowledge & Skills,9,"mid-professional, professional individual contributor",english (usa),"mobility mobile, mobility new, mobility, related mobility, mobile computing",Mobility,"Mobility (New) is the title, multi-choice test that measures the knowledge on topics related to mobility and mobile computing. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 9 min, it is a mid-professional, professional individual contributor in english (usa) language, mobility mobile, mobility new, mobility, related mobility, mobile computing can be used."
Java Platform Enterprise Edition 7 (Java EE 7),"the java platform enterprise edition 7 (java ee 7) test measures knowledge of the java ee 7 architecture. designed for java programmers and architects, this test includes the following topics: commonly-used apis, component technology, database access, jee application architecture, jsp extensions, resource management, web services, webapp control and view technologies, and webapp technology.",https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,Yes,Yes,Knowledge & Skills,30,"mid-professional, professional individual contributor",english (usa),"java ee, ee java, java platform, edition java, enterprise edition",Java Platform Enterprise Edition,"Java Platform Enterprise Edition 7 (Java EE 7) is the title, the java platform enterprise edition 7 (java ee 7) test measures knowledge of the java ee 7 architecture. designed for java programmers and architects, this test includes the following topics: commonly-used apis, component technology, database access, jee application architecture, jsp extensions, resource management, web services, webapp control and view technologies, and webapp technology. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 30 min, it is a mid-professional, professional individual contributor in english (usa) language, java ee, ee java, java platform, edition java, enterprise edition can be used."
Smart Interview On Demand,"smart interview on demand is a recorded (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. a streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed. availability the administrator and evaluator interface is available in us english and simplified chinese only, as are the standard question banks. however, custom questions can be added or recorded in any language. the participant interface is available in: arabic, brazilian portuguese, bulgarian, canadian french, chinese, croatian, czech, danish, dutch, dutch (belgium), estonian, finnish, french, german, greek, hindi, hungarian, italian, indonesian, japanese, korean, latvian, lithuanian, malaysian, mexican spanish, norwegian, polish, portuguese, romanian, russian, serbian, slovak, slovenian, spanish, swedish, taiwanese chinese, thai, turkish, uk english, ukrainian, us english, vietnamese. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/",https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,Yes,Yes,Personality & Behavior,0,"entry-level, supervisor, manager, front line manager, general population, graduate, mid-professional, professional individual contributor","english (usa), chinese simplified","smart interview, interview tool, interview demand, use assessment, language participant",Smart Interview On Demand,"Smart Interview On Demand is the title, smart interview on demand is a recorded (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. a streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed. availability the administrator and evaluator interface is available in us english and simplified chinese only, as are the standard question banks. however, custom questions can be added or recorded in any language. the participant interface is available in: arabic, brazilian portuguese, bulgarian, canadian french, chinese, croatian, czech, danish, dutch, dutch (belgium), estonian, finnish, french, german, greek, hindi, hungarian, italian, indonesian, japanese, korean, latvian, lithuanian, malaysian, mexican spanish, norwegian, polish, portuguese, romanian, russian, serbian, slovak, slovenian, spanish, swedish, taiwanese chinese, thai, turkish, uk english, ukrainian, us english, vietnamese. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Yes, have adaptive support and Yes have remote support. Personality & Behavior skills, duration is 0 min, it is a entry-level, supervisor, manager, front line manager, general population, graduate, mid-professional, professional individual contributor in english (usa), chinese simplified language, smart interview, interview tool, interview demand, use assessment, language participant can be used."
Following Instructions v1 - US (R2),this test measures a candidates ability to follow detailed instructions and then select the correct course of action. test takers are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/,Yes,Yes,Knowledge & Skills,8,"entry-level, front line manager, mid-professional, professional individual contributor",english (usa),"r2 test, test takers, action test, test, test measures",Following Instructions v US,"Following Instructions v1 - US (R2) is the title, this test measures a candidates ability to follow detailed instructions and then select the correct course of action. test takers are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 8 min, it is a entry-level, front line manager, mid-professional, professional individual contributor in english (usa) language, r2 test, test takers, action test, test, test measures can be used."
MFS 360 UCF Group Report,"this report follows the standard layout of the 360 report but incorporates the average scores for a group of participants. the report can be generated for all participants on a project, or a dedicated group can be created in mfs for a group that includes participants across multiple projects. the report does not include the open questions even when they were part of the questionnaire. developments tips are not available in this report.",https://www.shl.com/products/product-catalog/view/mfs-360-ucf-group-report/,Yes,Yes,Development & 360,0,,,"mfs group, mfs 360, created mfs, mfs, group report",MFS UCF Group Report,"MFS 360 UCF Group Report is the title, this report follows the standard layout of the 360 report but incorporates the average scores for a group of participants. the report can be generated for all participants on a project, or a dedicated group can be created in mfs for a group that includes participants across multiple projects. the report does not include the open questions even when they were part of the questionnaire. developments tips are not available in this report. Yes, have adaptive support and Yes have remote support. Development & 360 skills, duration is 0 min, it is a nan in nan language, mfs group, mfs 360, created mfs, mfs, group report can be used."
ETL Testing (New),"multi-choice test that measures the knowledge of etl architecture, data warehousing, dimensions, dbms concepts like data manipulation, constraints, etl testing and tools required for testing.",https://www.shl.com/products/product-catalog/view/etl-testing-new/,Yes,Yes,Knowledge & Skills,9,"mid-professional, professional individual contributor",english (usa),"etl testing, etl architecture, etl, testing new, knowledge etl",ETL Testing,"ETL Testing (New) is the title, multi-choice test that measures the knowledge of etl architecture, data warehousing, dimensions, dbms concepts like data manipulation, constraints, etl testing and tools required for testing. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 9 min, it is a mid-professional, professional individual contributor in english (usa) language, etl testing, etl architecture, etl, testing new, knowledge etl can be used."
Tableau (New),"multi-choice test that measures the knowledge of how to use tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting.",https://www.shl.com/products/product-catalog/view/tableau-new/,Yes,Yes,Knowledge & Skills,8,"mid-professional, professional individual contributor",english (usa),"tableau new, use tableau, tableau, tableau prepare, tables",Tableau,"Tableau (New) is the title, multi-choice test that measures the knowledge of how to use tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 8 min, it is a mid-professional, professional individual contributor in english (usa) language, tableau new, use tableau, tableau, tableau prepare, tables can be used."
Instrumentation Engineering (New),"multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems.",https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,Yes,Yes,Knowledge & Skills,12,"graduate, mid-professional, professional individual contributor",english (usa),"instrumentation engineering, instrumentation, instrumentation electronics, knowledge instrumentation, engineering new",Instrumentation Engineering,"Instrumentation Engineering (New) is the title, multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 12 min, it is a graduate, mid-professional, professional individual contributor in english (usa) language, instrumentation engineering, instrumentation, instrumentation electronics, knowledge instrumentation, engineering new can be used."
OPQ Team Types & Leadership Styles Profile,this opq (occupational personality questionnaire) report is based on belbins team types and basss leadership and reporting styles. belbins team types: individual preferred role when working in ateam. basss leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report.,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,Yes,Yes,Personality & Behavior,0,"director, executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor","flemish, french (belgium), portuguese (brazil), danish, french (canada), french, german, italian, latin american spanish, norwegian, portuguese, swedish, turkish, english international, english (usa)","opq team, opq occupational, profile opq, opq, leadership styles",OPQ Team Types Leadership Styles Profile,"OPQ Team Types & Leadership Styles Profile is the title, this opq (occupational personality questionnaire) report is based on belbins team types and basss leadership and reporting styles. belbins team types: individual preferred role when working in ateam. basss leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report. Yes, have adaptive support and Yes have remote support. Personality & Behavior skills, duration is 0 min, it is a director, executive, front line manager, general population, graduate, manager, mid-professional, professional individual contributor, supervisor in flemish, french (belgium), portuguese (brazil), danish, french (canada), french, german, italian, latin american spanish, norwegian, portuguese, swedish, turkish, english international, english (usa) language, opq team, opq occupational, profile opq, opq, leadership styles can be used."
Retail Sales and Service Simulation,"the retail sales and service simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose the most and least effective responses. the behaviors vary in the extent to which the sales associate may: direct a conversation toward a commitment or sale, listen carefully to customers and provide options that address what they really need/want, put aside work to assist a customer, and focus on meeting customer needs. responses are tracked and compared against expert ratings of effectiveness. the test produces an overall score, as well as scores on two subscales, customer service effectiveness and sales effectiveness.",https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,Yes,Yes,"Personality & Behavior, Knowledge & Skills, Knowledge & Skills",30,entry-level,english (usa),"simulation retail, sales effectiveness, effectiveness sales, retail sales, sales service",Retail Sales and Service Simulation,"Retail Sales and Service Simulation is the title, the retail sales and service simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose the most and least effective responses. the behaviors vary in the extent to which the sales associate may: direct a conversation toward a commitment or sale, listen carefully to customers and provide options that address what they really need/want, put aside work to assist a customer, and focus on meeting customer needs. responses are tracked and compared against expert ratings of effectiveness. the test produces an overall score, as well as scores on two subscales, customer service effectiveness and sales effectiveness. Yes, have adaptive support and Yes have remote support. Personality & Behavior, Knowledge & Skills, Knowledge & Skills skills, duration is 30 min, it is a entry-level in english (usa) language, simulation retail, sales effectiveness, effectiveness sales, retail sales, sales service can be used."
Geoinformatics Engineering (New),"multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, gis and drilling engineering.",https://www.shl.com/products/product-catalog/view/geoinformatics-engineering-new/,Yes,Yes,Knowledge & Skills,10,"mid-professional, professional individual contributor, supervisor, entry-level, graduate",english (usa),"geoinformatics engineering, geoinformatics, engineering new, surveying geology, new multi",Geoinformatics Engineering,"Geoinformatics Engineering (New) is the title, multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, gis and drilling engineering. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 10 min, it is a mid-professional, professional individual contributor, supervisor, entry-level, graduate in english (usa) language, geoinformatics engineering, geoinformatics, engineering new, surveying geology, new multi can be used."
jQuery (New),"multi-choice test that measures the knowledge of jquery events and effects, jquery animation, ui, references, and using jquery with ajax.",https://www.shl.com/products/product-catalog/view/jquery-new/,Yes,Yes,Knowledge & Skills,10,"mid-professional, professional individual contributor",english (usa),"knowledge jquery, jquery new, jquery events, jquery, effects jquery",jQuery,"jQuery (New) is the title, multi-choice test that measures the knowledge of jquery events and effects, jquery animation, ui, references, and using jquery with ajax. Yes, have adaptive support and Yes have remote support. Knowledge & Skills skills, duration is 10 min, it is a mid-professional, professional individual contributor in english (usa) language, knowledge jquery, jquery new, jquery events, jquery, effects jquery can be used."
