title,description,job_levels,languages,duration_minutes,test_type,is_remote,url,is_adaptive
jQuery (New),"multi-choice test that measures the knowledge of jquery events and effects, jquery animation, ui, references, and using jquery with ajax.","['Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",10,['K'],TRUE,https://www.shl.com/products/product-catalog/view/jquery-new/,FALSE
Agile Testing (New),"multi-choice test that measures the knowledge of tools, techniques and processes involved in the agile testing methodology.","['Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",13,['K'],TRUE,https://www.shl.com/products/product-catalog/view/agile-testing-new/,FALSE
Entry Level Technical Support Solution,"the precise fit entry level technical support solution is for entry-level positions in which employees provide technical assistance to computer users in a contact center environment. sample tasks for these jobs include, but are not limited to: answer questions or resolve computer problems for clients in person, via telephone, or electronically, provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and operating systems. report language availability: english (usa)","['Entry-Level', '']","['Latin American Spanish', ' German', ' Chinese Simplified', ' Finnish', ' Danish', ' English (USA)', ' English International', ' French (Canada)', ' Italian', ' French', ' Dutch', ' Norwegian', ' Swedish', ' Arabic', '']",18,"['Personality', 'Cognitive']",TRUE,https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,FALSE
OPQ Manager Plus Report,"this concise opq (occupational personality questionnaire) report is designed for use with and by managers. it uses clear succinct bullets and tables for ease of interpretation. it provide simple comments on each of the personality traits. please note this report is currently being updated on talent central as part of a reporting refresh project, and there may be visual differences when comparing talent central reports to ones generated on other assessment platforms. differences are regarding the layout and display of the reports only and do not affect the underlying scoring. when viewing sample reports, please ensure you select the appropriate language and platform example. where a sample report has no platform indicated, it is available on both the talent central and soda platforms.","['Director', ' Entry-Level', ' Executive', ' Front Line Manager', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', '']","['Romanian', ' Czech', ' Serbian', ' Portuguese (Brazil)', ' Spanish', ' Chinese Traditional', ' Danish', ' Dutch', ' Finnish', ' French (Canada)', ' French', ' German', ' Greek', ' Hungarian', ' Icelandic', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Latin American Spanish', ' Norwegian', ' Polish', ' Portuguese', ' Russian', ' Chinese Simplified', ' Swedish', ' Thai', ' Turkish', ' English International', ' English (USA)', '']",0,['Personality'],TRUE,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,FALSE
Microsoft Word 365 (New),"the microsoft word 365 simulation evaluates ability to perform certain operations in a simulated environment of microsoft word, and includes the following topics: applying illustrations and graphics, applying page layout, creating content, creating, printing, and saving documents, formatting content, proofreading documents and reviewing, maintaining, and securing documents.","['Entry-Level', '']","['English (USA)', '']",35,"['Skills', 'K']",TRUE,https://www.shl.com/products/product-catalog/view/microsoft-word-365-new/,FALSE
Apache Pig (New),"multi-choice test that measures the knowledge of pig architecture, built-in operators, built-in functions and commands in piglatin.","['Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",6,['K'],TRUE,https://www.shl.com/products/product-catalog/view/apache-pig-new/,FALSE
Management Scenarios,"managerial scenarios is a unique test of managerial judgement - an individuals ability to decide on effective ways of handling real life situations. it consists of hypothetical scenarios, each followed by several possible responses. candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. it can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. reports available: management scenarios narrative report: a participant focused report that contains; - management scenarios profile - detailed narrative feedback of each of the 4 scales; managerial judgement, managing objectives, people management and reputation management. - table of scores for each of the 6 style scales; big picture, delegative, one-to-one, team, personal recognition and company protocol. - detailed narrative feedback report (with development tips) for each of the 6 style scales. management scenarios candidate report: a report to share with the candidate that contains: - detailed narrative feedback of each of the 4 scales; managerial judgement, managing objectives, people management and reputation management. - table of scores for each of the 6 style scales; big picture, delegative, one-to-one, team, personal recognition and company protocol. - detailed narrative feedback report (with development tips) for each of the 6 style scales. management scenarios profile: displays all scores on these scales in terms of four types of norm system; t-scores, percentiles, stens and grades.","['Front Line Manager', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', '']","['Italian', ' English International', ' Korean', ' Arabic', '']",0,['Behavioral'],TRUE,https://www.shl.com/products/product-catalog/view/management-scenarios/,FALSE
SVAR - Spoken Spanish (Castilian) (New),"test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","['Entry-Level', '']","['Spanish', '']",0,['Skills'],TRUE,https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,FALSE
Computer Science (New),"multi-choice test that measures the knowledge of operating system, computer architecture, dbms and basics of computer networks and communication.","['Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",12,['K'],TRUE,https://www.shl.com/products/product-catalog/view/computer-science-new/,FALSE
Medical Terminology (New),"multi-choice test that measures the knowledge of different medical terms and abbreviations related to the human body, diseases and diagnosis.","['Graduate', ' Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",3,['K'],TRUE,https://www.shl.com/products/product-catalog/view/medical-terminology-new/,FALSE
Linux Operating System,"multi-choice test that measures the knowledge of linux system, command line, filesystem, memory management, and process management.","['Entry-Level', ' General Population', ' Graduate', ' Professional Individual Contributor', '']","['English (USA)', '']",15,['K'],TRUE,https://www.shl.com/products/product-catalog/view/linux-operating-system/,FALSE
Reading Comprehension v2,"the reading comprehension - english assessment provides a general measure of english reading comprehension. this test is comprised of items that contain a passage that you must read in order to answer the question being asked. the questions focus on the candidates ability to demonstrate an understanding of the passage. questions may be specific in nature, with answers that can be found almost word for word in the passage. for example, the question may ask for a date, name or place that can be found by closely reading through the passage. alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. what is the theme of the passage? or what is the mood of the author? are examples of general questions the candidate may be asked.","['Entry-Level', ' Front Line Manager', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",35,['Ability'],TRUE,https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,TRUE
SVAR - Spoken English (U.K.),"an automated spoken english test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken english understanding. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","['Entry-Level', '']","['English International', '']",0,['Skills'],TRUE,https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,FALSE
Node.js (New),"multi-choice test that measures the basic knowledge of node.js such as events, streams, file system, error handling, concurrency, db handling and express framework.","['Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",9,['K'],TRUE,https://www.shl.com/products/product-catalog/view/node-js-new/,FALSE
Digital Advertising (New),multi-choice test that measures the candidates knowledge about use of adwords and tools to analyze ad performance on digital media.,"['Graduate', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', ' Supervisor', '']","['English (USA)', '']",7,['K'],TRUE,https://www.shl.com/products/product-catalog/view/digital-advertising-new/,FALSE
General Diseases (New),"multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain.","['Graduate', ' Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",5,['K'],TRUE,https://www.shl.com/products/product-catalog/view/general-diseases-new/,FALSE
Conversational Multichat Simulation,"this is a simulation-based test that measures the ability to handle customer concerns over multiple chats by referring to standard process documents. it provides an open-ended chat environment that assesses the candidates skills in a real job setting. candidates are scored based on whether they resolved the customers query, the amount of time taken, and the correct use of vocabulary and grammar in their response.",[''],"['English (USA)', '']",11,['Skills'],TRUE,https://www.shl.com/products/product-catalog/view/conversational-multichat-simulation/,FALSE
Amazon Web Services (AWS) Development (New),"multi-choice test that measures the knowledge of aws delivery process, monitoring, metrics, logging, security, validation and scalability.","['Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",6,['K'],TRUE,https://www.shl.com/products/product-catalog/view/amazon-web-services-aws-development-new/,FALSE
WriteX - Email Writing (Customer Service) (New),"open response test that evaluates the ability to write proper emails in english. the test provides scores on content, grammar and email etiquette. your use of this assessment product may be subject to new york city law 144 (regulation of the use of automated employment decision tools) (dated july 5, 2023). compliance with law 144 is your responsibility. read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","['Entry-Level', ' Graduate', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', ' Supervisor', '']","['English (USA)', '']",15,['Skills'],TRUE,https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/,FALSE
Verify Interactive Ability Report,verify interactive ability report,[''],[''],0,['Ability'],TRUE,https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/,FALSE
Proofreading v1,"this assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice. it also measures ability to correct those errors.","['Entry-Level', ' Mid-Professional', '']","['English International', ' English (USA)', '']",6,['K'],TRUE,https://www.shl.com/products/product-catalog/view/proofreading-v1/,FALSE
VLSI and Embedded Systems (New),multi-choice test that measures the knowledge of vlsi and embedded systems basics.,"['Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",9,['K'],TRUE,https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/,FALSE
Basic Computer Literacy (Windows 10) (New),"the basic computer literacy (windows 10) simulation measures knowledge of general computer terminology, processes, and applications and the ability to perform certain operations in a simulated environment resembling the actual application. this simulation consists of both multiple choice and simulation-based questions, and includes the following topics: application software, computer terms, internet and email, managing files, operating system, and parts of the computer.","['Entry-Level', '']","['English (USA)', '']",30,"['Skills', 'K']",TRUE,https://www.shl.com/products/product-catalog/view/basic-computer-literacy-windows-10-new/,FALSE
Production Engineering (New),"multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and cim.","['Graduate', ' Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",10,['K'],TRUE,https://www.shl.com/products/product-catalog/view/production-engineering-new/,FALSE
Written English v1,"the written english test measures knowledge of us english grammar and english reading comprehension. it is designed for those with english as a second language and covers the following topics: articles, comparisons, conjunctions, general questions, misused words, nouns, parallel structure, prepositions, pronouns, specific questions, and verbs.","['Entry-Level', ' Front Line Manager', ' Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', ' English International', '']",30,['K'],TRUE,https://www.shl.com/products/product-catalog/view/written-english-v1/,TRUE
Microservices (New),"multi-choice test that measures the knowledge of microservices architecture, soa, and microservices patterns.","['Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",7,['K'],TRUE,https://www.shl.com/products/product-catalog/view/microservices-new/,FALSE
Verify - Numerical Ability,"the next-generation verify numerical ability test provides a replacement for the existing numerical reasoning test in our verify range of ability tests and the global cognitive index adaptive quantitative test, and measures the ability to: derive the numerical problem from a written problem calculate the answer to numerical equations work with numerical data in a realistic workplace context the test is 20 minutes long, has 16 items and is designed to provide an indication of how an individual will perform when asked to work with numerical information or statistical details.","['Director', ' Entry-Level', ' Executive', ' Front Line Manager', ' General Population', ' Graduate', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', ' Supervisor', '']","['Arabic', ' Portuguese (Brazil)', ' French (Canada)', ' Chinese Simplified', ' Czech', ' Dutch', ' Finnish', ' French', ' German', ' Hungarian', ' Indonesian', ' English International', ' Italian', ' Japanese', ' Korean', ' Norwegian', ' Portuguese', ' Romanian', ' Russian', ' Slovak', ' Spanish', ' Swedish', ' Turkish', ' English (USA)', ' Latin American Spanish', ' Polish', ' Serbian', ' Chinese Traditional', ' Danish', ' Thai', ' Greek', '']",20,['Ability'],TRUE,https://www.shl.com/products/product-catalog/view/verify-numerical-ability/,TRUE
Ceramic Engineering (New),"multi-choice test that measures the knowledge of classification of ceramic materials, production of ceramics and thermodynamics.","['Graduate', ' Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",12,['K'],TRUE,https://www.shl.com/products/product-catalog/view/ceramic-engineering-new/,FALSE
RemoteWorkQ Manager Report,"using the apta architecture to focus on the relevant competency behaviors in the universal competency framework, shl developed the remoteworkq to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas: o work relationships o work habits o self-development well-being the remoteworkq is intended for use across job families and levels for which working in a remote environment is important for the role. this report is designed to help you be more successful in a remote working environment by providing: o insights into your identified strengths and potential risks for working remotely o individualized coaching tips on how you can use your identified strengths to overcome risks","['Director', ' Executive', ' Front Line Manager', ' Graduate', ' General Population', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', ' Supervisor', ' Entry-Level', '']",[''],0,['Cognitive'],TRUE,https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,FALSE
Human Resources (New),"multi-choice test that measures the candidate on his/her knowledge and understanding of the basic concepts of human resources management like planning, training and development, performance appraisal, compensation management, etc. it also evaluates the candidates understanding of organizational behavior in different organizational structures.","['Graduate', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', ' Supervisor', '']","['English (USA)', '']",8,['K'],TRUE,https://www.shl.com/products/product-catalog/view/human-resources-new/,FALSE
Pharmacology (New),"multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and gi tract.","['Graduate', ' Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",12,['K'],TRUE,https://www.shl.com/products/product-catalog/view/pharmacology-new/,FALSE
Verify - Verbal Ability - Next Generation,"the verbal ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and predict author responses. sample tasks for jobs that may require verbal ability include, but are not limited to: working with reports, correspondence, instructions, and research information. the verbal ability test, due to its adaptive nature, is appropriate for all job levels and roles.","['General Population', ' Graduate', ' Executive', ' Director', ' Entry-Level', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', ' Supervisor', ' Front Line Manager', '']","['English (USA)', ' English International', '']",15,['Ability'],TRUE,https://www.shl.com/products/product-catalog/view/verify-verbal-ability-next-generation/,TRUE
OPQ Candidate Report 2.0,a brief narrative opq (occupational personality questionnaire) report structure around 3 opq profile sections which can be given to candidates to keep after a feedback session,[''],[''],0,['Personality'],TRUE,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/,FALSE
Reading Comprehension - English v1,"the reading comprehension - english assessment provides a general measure of english reading comprehension. this test is comprised of items that contain a passage that you must read in order to answer the question being asked. the questions focus on the candidates ability to demonstrate an understanding of the passage. questions may be specific in nature, with answers that can be found almost word for word in the passage. for example, the question may ask for a date, name or place that can be found by closely reading through the passage. alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. what is the theme of the passage? or what is the mood of the author? are examples of general questions the candidate may be asked.","['Entry-Level', ' Front Line Manager', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",35,['Ability'],TRUE,https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,TRUE
Electrical Engineering (New),"multi-choice test that measures the knowledge of basic electrical engineering, electrical machines, power systems, instrumentation, control systems and basic concepts of electronics.","['Graduate', ' Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",8,['K'],TRUE,https://www.shl.com/products/product-catalog/view/electrical-engineering-new/,FALSE
UNIX (New),"multi-choice test that measures the knowledge on the concepts of unix commands, file system, file handling, regular expression, awk programming and shell programming.","['Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",9,['K'],TRUE,https://www.shl.com/products/product-catalog/view/unix-new/,FALSE
Managerial Scenarios Candidate Report,"managerial scenarios is a unique test of managerial judgement - an individuals ability to decide on effective ways of handling real life situations. it consists of hypothetical scenarios, each followed by several possible responses. candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. it can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. reports available: management scenarios narrative report: a participant focused report that contains; - management scenarios profile - detailed narrative feedback of each of the 4 scales; managerial judgement, managing objectives, people management and reputation management. - table of scores for each of the 6 style scales; big picture, delegative, one-to-one, team, personal recognition and company protocol. - detailed narrative feedback report (with development tips) for each of the 6 style scales. management scenarios candidate report: a report to share with the candidate that contains: - detailed narrative feedback of each of the 4 scales; managerial judgement, managing objectives, people management and reputation management. - table of scores for each of the 6 style scales; big picture, delegative, one-to-one, team, personal recognition and company protocol. - detailed narrative feedback report (with development tips) for each of the 6 style scales. management scenarios profile: displays all scores on these scales in terms of four types of norm system; t-scores, percentiles, stens and grades.","['Front Line Manager', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', '']",[''],0,['Behavioral'],TRUE,https://www.shl.com/products/product-catalog/view/managerial-scenarios-candidate-report/,FALSE
Occupational Personality Questionnaire OPQ32r,"the shl occupational personality questionnaire, the opq32, is one of the most widely used and respected measures of workplace behavioural style in the world. it sets a high standard of measurement excellence, providing hr professionals and business managers with relevant and accurate information to make fast and well-informed people decisions. the opq32 provides a clear framework for understanding the impact of personality on job performance. it is internationally recognised for its accuracy of assessment. over 90 independent validation studies have been conducted on the opq over a period of 25 years, across 20 countries and 40 industries, providing concrete evidence of its power to predict performance in the workplace.","['Professional Individual Contributor', ' Supervisor', ' Mid-Professional', ' Front Line Manager', ' General Population', ' Graduate', ' Manager', ' Director', ' Executive', '']","['English International', ' French (Canada)', ' Portuguese', ' Chinese Simplified', ' Chinese Traditional', ' French (Belgium)', ' French', ' Polish', ' Slovak', ' Czech', ' Danish', ' Flemish', ' Dutch', ' Estonian', ' Finnish', ' German', ' Greek', ' Hungarian', ' Icelandic', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Latvian', ' Lithuanian', ' Norwegian', ' English (USA)', ' Arabic', ' Portuguese (Brazil)', ' Spanish', ' Latin American Spanish', ' Romanian', ' Russian', ' Serbian', ' Swedish', ' Thai', ' Turkish', ' Malay', ' Vietnamese', '']",25,['Personality'],TRUE,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,FALSE
HIPAA (Security),"the hipaa (security) test measures knowledge of compliance with the standards required by the security and electronic signature standards as they apply to hipaa. designed for healthcare professionals and concentrating on nontechnical as well as technical aspects of the hipaa standards for security and electronic signatures, this test covers the following topics: computer mechanisms, computer models, general knowledge, implementation, medical records, organization, security basics, and setup.","['Front Line Manager', ' Manager', '']","['English (USA)', '']",15,['K'],TRUE,https://www.shl.com/products/product-catalog/view/hipaa-security/,TRUE
OPQ Candidate Plus Report,a brief narrative opq (occupational personality questionnaire) report designed to be given to the individual who completed the opq.,"['Director', ' Executive', ' Front Line Manager', ' General Population', ' Graduate', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', ' Supervisor', '']","['Finnish', ' English International', '']",0,['Personality'],TRUE,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/,FALSE
Cardiology and Diabetes Management (New),"multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used for them.","['Graduate', ' Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",4,['K'],TRUE,https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,FALSE
HTML/CSS (New),multi-choice test that measures the knowledge of html to create a user interface and css to stylize it.,"['Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",12,['K'],TRUE,https://www.shl.com/products/product-catalog/view/htmlcss-new/,FALSE
SHL Verify Interactive Numerical Calculation,"the verify interactive numerical calculation test measures a candidates ability to work with numbers and use appropriate mathematics in different situations. the numerical ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. the numerical calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.","['Entry-Level', '']","['English (USA)', ' English International', '']",10,['Ability'],TRUE,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,TRUE
Data Entry Numeric Split Screen - US,"the data entry numeric split screen - us assessment measures speed and accuracy at typing numbers into forms. the information candidates must enter includes business-related records including number fields such as customer number, order number, item number and quantity. candidates may use either the keyboards numeric keypad or the number keys at the top of the keyboard.","['Mid-Professional', ' Professional Individual Contributor', ' Entry-Level', ' Front Line Manager', '']","['English (USA)', '']",5,['K'],TRUE,https://www.shl.com/products/product-catalog/view/data-entry-numeric-split-screen-us/,FALSE
Enterprise Java Beans (New),"multi-choice test that measures the knowledge of enterprise java beans (ejb), types of ejb, transactions and concurrency.","['Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",4,['K'],TRUE,https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/,FALSE
Contact Center Call Simulation (New),simulation based test that measures the ability to handle customer concerns over a call by referring to standard process documents. it also measures typing and documentation skills.,"['Entry-Level', '']","['English (USA)', '']",15,['Skills'],TRUE,https://www.shl.com/products/product-catalog/view/contact-center-call-simulation-new/,FALSE
OPQ Universal Competency Report 1.0,"this opq (occupational personality questionnaire) report is based on the universal competency framework. it graphically outlines how an individuals typical way of behaving is likely to impact on competencies. it provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency. please note this report is currently being updated on talent central as part of a reporting refresh project, and there may be visual differences when comparing talent central reports to ones generated on other assessment platforms. differences are regarding the layout and display of the reports only and do not affect the underlying scoring. when viewing sample reports, please ensure you select the appropriate language and platform example. where a sample report has no platform indicated, it is available on both the talent central and soda platforms.","['Graduate', ' Director', ' Executive', ' Front Line Manager', ' General Population', ' Supervisor', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', '']","['Czech', ' Romanian', ' Slovak', ' Serbian', ' Portuguese (Brazil)', ' Spanish', ' Chinese Traditional', ' Danish', ' Dutch', ' Finnish', ' French (Canada)', ' French', ' German', ' Greek', ' Hungarian', ' Icelandic', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Latin American Spanish', ' Norwegian', ' Polish', ' Portuguese', ' Russian', ' Chinese Simplified', ' Swedish', ' Thai', ' Turkish', ' English International', ' English (USA)', '']",0,['Personality'],TRUE,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report/,FALSE
Geoscience Engineering (New),"multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying.","['Mid-Professional', ' Professional Individual Contributor', ' Graduate', '']","['English (USA)', '']",8,['K'],TRUE,https://www.shl.com/products/product-catalog/view/geoscience-engineering-new/,FALSE
Agile Software Development,"multi-choice test that measures the knowledge of agile methodology, scrum, feature driven software development, incremental and iterative development and processes involved in agile software development.","['Graduate', '']","['English (USA)', '']",7,['K'],TRUE,https://www.shl.com/products/product-catalog/view/agile-software-development/,FALSE
Filing - Numbers,"this test measures ability to sort items in numerical order. test takers are shown a graphical display of four folder tabs -- three contain numbers and one is blank, and all are sorted in numeric order. the test taker is required to select the number from a list that belongs on the blank tab.","['Entry-Level', '']","['English (USA)', '']",3,['K'],TRUE,https://www.shl.com/products/product-catalog/view/filing-numbers/,FALSE
English Comprehension (New),"multiple-choice test that measures vocabulary, grammar and reading comprehension skills.","['Entry-Level', '']","['English (USA)', '']",0,['K'],TRUE,https://www.shl.com/products/product-catalog/view/english-comprehension-new/,FALSE
SAP Materials Management (New),"multi-choice test that measures the knowledge of sap materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules.","['Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",10,['K'],TRUE,https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,FALSE
HiPo Unlocking Potential Report 2.0,"this report draws insights from the occupational personality questionnairetm (opq32). used for individuals who are selected into a clients hipo program, it provides a detailed analysis of managerial and leadership potential.",[''],[''],0,['Cognitive'],TRUE,https://www.shl.com/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,FALSE
MQ Candidate Motivation Report,the candidate motivation report is designed as a feedback report for the individual. it provides an in-depth and easy-to-understand evaluation of an individuals motivators and demotivators at work.,"['Director', ' Entry-Level', ' Executive', ' Front Line Manager', ' General Population', ' Graduate', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', ' Supervisor', '']","['English International', ' English (USA)', ' Chinese Simplified', '']",0,['Personality'],TRUE,https://www.shl.com/products/product-catalog/view/mq-candidate-motivation-report/,FALSE
Manufacturing & Industrial - Mechanical Focus 8.0,"the manufacturing industrial mechanical focus 8.0 job-focused assessment measures the behaviors that underlie successful and safe performance in an industrial/manufacturing setting. this solution assesses mechanical comprehension and other foundational behaviors including behaving safely in the workplace; applying domain-related expertise; offering practical solutions; and attending to multiple tasks. potential job titles that use this solution include: machine and equipment operators, assemblers and fitters, and maintenance/repair workers.","['Entry-Level', ' Graduate', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', ' English International', ' Italian', ' Japanese', ' Latin American Spanish', ' Chinese Simplified', '']",31,"['Ability', 'Personality']",TRUE,https://www.shl.com/products/product-catalog/view/mechanical-focus-8-0/,FALSE
Pega Development (New),"multi-choice test that measures the knowledge of pega architecture, user interface, rule and user management, case management, integration with external systems, frameworks, applications and performance.","['Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",17,['K'],TRUE,https://www.shl.com/products/product-catalog/view/pega-development-new/,FALSE
SonarQube (New),"multi-choice test that measures the knowledge of sonarqube, integration tests, sonar symbols, wildcards, quality cover and sonar architecture.","['Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",0,['K'],TRUE,https://www.shl.com/products/product-catalog/view/sonarqube-new/,FALSE
Universal Competency Framework Interview Guide,the ucf interview guide provides a structured way of gathering information about each candidate and their competency potential across the 20 ucf dimensions. note: simplified chinese guide is available from local office; portuguese guide is available from distributor,"['Director', ' Entry-Level', ' Executive', ' Front Line Manager', ' Manager', ' Mid-Professional', ' Professional Individual Contributor', '']","['English International', ' Swedish', ' German', ' Finnish', '']",0,"['Cognitive', 'Personality']",TRUE,https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,FALSE
Pharmaceutics (New),"multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and dispensing pharmacy.","['Graduate', ' Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",12,['K'],TRUE,https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,FALSE
Customer Service Phone Solution,"as part of contact center simulations, the customer service phone solution includes a contact center simulation and two behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. the contact center simulation provides an opportunity for candidates to interact with simulated customers in a contact center environment. designed to measure a candidates ability to listen attentively to the customer, take ownership of customer issues, resolve issues, navigate to find information, and enter information accurately, the contact center simulation is intended to measure how a candidate will respond in a variety of customer situations and assess the candidates computer skills in a contact center setting. the behavioral tests in this solution are intended to measure the candidates learning potential and the tendency to meet goals and work hard, even when faced with obstacles. collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles. please note that for simplified chinese version the audio is available in both mandarin and cantonese.","['Entry-Level', '']","['French (Canada)', ' Italian', ' French', ' Dutch', ' Spanish', ' Portuguese (Brazil)', ' Chinese Simplified', ' English (Australia)', ' Latin American Spanish', ' English (USA)', ' English International', '']",30,"['Behavioral', 'Personality', 'Skills']",TRUE,https://www.shl.com/products/product-catalog/view/customer-service-phone-solution/,FALSE
Chemical Engineering (New),"multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles, stoichiometry and process calculations.","['Graduate', ' Mid-Professional', ' Professional Individual Contributor', '']","['English (USA)', '']",13,['K'],TRUE,https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,FALSE
